Id,Original Principal Amount,Cancelled Amount,Due to the banque,Credit Status
4366,0.0,0.0,0.0,Repaid
4367,15000000.0,0.0,0.0,Repaid
4368,40000000.0,0.0,45865923.84,Disbursed
4369,40000000.0,0.0,44954680.32,Disbursed
4370,19130000.0,2658537.59,18930399.24,Disbursed
4371,18240000.0,704991.09,19710522.08,Disbursed
4372,8000000.0,1239454.84,7000571.55,Disbursed
4373,17955303.31,4538740.98,15069657.91,Disbursed
4374,1044696.69,0.0,0.0,Repaid
4375,12000000.0,223707.21,12442802.7,Disbursed
4376,16600000.0,3947738.88,14237979.8,Disbursed
4377,45988542.38,1769888.51,48716236.36,Disbursing
4378,3511457.62,0.0,0.0,Repaid
4379,16900000.0,3170626.09,15299207.29,Disbursed
4380,22000000.0,94070.52,24347148.17,Disbursed
4381,33820421.0,5845.41,37269435.58,Disbursed
4382,1179579.0,0.0,0.0,Repaid
4383,112560000.0,62490449.09,56093099.38,Disbursed
4384,80000000.0,0.0,88025510.4,Disbursed
4385,28700000.0,56214.31,0.0,Repaid
4386,51700000.0,306.001,0.0,Repaid
4387,138760000.0,4330932.19,150700557.5,Disbursed
4388,2750000.0,302697.18,2730442.41,Disbursed
4389,30239321.48,39928.95,33588005.96,Disbursed
4390,8000000.0,255150.94,7871306.95,Disbursed
4391,1760678.52,0.0,0.0,Repaid
4392,11500000.0,50191.03,12982769.13,Disbursed
4393,70000000.0,0.0,0.0,Disbursed
4394,3000000.0,134231.03,2930879.25,Disbursed
4395,20000000.0,0.0,22550976.0,Disbursed
4396,7775000.0,0.0,6193347.14,Disbursing
4397,15000000.0,45415.15,16823788.32,Disbursed
4398,13000000.0,0.0,14573760.0,Disbursing
4399,11151831.6,17948.78,12400273.8,Disbursed
4400,848168.4,0.0,0.0,Repaid
4401,20000000.0,129327.43,0.0,Repaid
4402,21510000.0,105090.53,0.0,Repaid
4403,46000000.0,8215576.63,42165268.49,Disbursed
4404,12000000.0,3790.06,13495640.22,Disbursed
4405,11501816.03,0.0,12939451.02,Disbursed
4406,498183.97,0.0,0.0,Repaid
4407,15000000.0,0.0,16706131.2,Disbursed
4408,15000000.0,0.0,0.0,Repaid
4409,50400000.0,5889130.43,33712559.93,Disbursing
4410,54330000.0,0.0,57273431.02,Disbursing
4411,20000000.0,9868.41,21412856.44,Disbursed
4412,18000000.0,252599.66,8485415.28,Disbursed
4413,54343702.37,1763591.89,59163608.69,Disbursed
4414,2236297.63,0.0,0.0,Repaid
4415,56488869.74,105558.03,63290129.87,Disbursed
4416,5011130.26,0.0,0.0,Repaid
4417,100000000.0,0.0,0.0,Repaid
4418,190.0,0.0,199430.4,Disbursed
4419,45379546.78,502.26,51097472.12,Disbursed
4420,4620453.22,0.0,0.0,Repaid
4421,24000000.0,2250.1,26727303.89,Disbursed
4422,3630000.0,1334499.13,2619284.11,Disbursed
4423,27830000.0,4530345.37,25619624.42,Disbursed
4424,54030000.0,30675164.24,26325726.49,Disbursed
4425,7000000.0,1395129.49,6067957.08,Disbursed
4426,2000000.0,2000000.0,0.0,Cancelled
4427,3740000.0,27.38,4080622.91,Disbursed
4428,3350000.0,808415.14,2676921.6,Disbursed
4429,80000000.0,0.0,85547971.2,Disbursed
4430,40300000.0,1213845.19,43600635.1,Disbursed
4431,30031891.61,79952.6,33761065.9,Disbursed
4432,2768108.39,0.0,0.0,Repaid
4433,7210000.0,17064.45,8111380.64,Disbursed
4434,74500000.0,23686038.53,50852353.66,Disbursed
4435,125000000.0,0.0,137749645.4,Disbursed
4436,25000000.0,0.0,0.0,Repaid
4437,35000000.0,0.0,0.0,Repaid
4438,19681214.77,1666770.12,19690364.47,Disbursed
4439,318785.23,0.0,0.0,Repaid
4440,35000000.0,27747.16,16742705.02,Disbursed
4441,9120000.0,497419.5,9717738.99,Disbursed
4442,190000000.0,5149032.89,205965851.0,Disbursed
4443,20000000.0,227733.86,19109309.97,Disbursed
4444,37000000.0,4275032.13,36905782.41,Disbursed
4445,20000000.0,0.0,0.0,Disbursed
4446,300000000.0,0.0,333815808.0,Disbursed
4447,45000000.0,1662108.88,48311555.53,Disbursed
4448,60000000.0,0.0,66885888.0,Disbursed
4449,60000000.0,13651073.2,47816741.69,Disbursed
4450,25000000.0,0.0,27821255.45,Disbursing
4451,88000000.0,0.0,0.0,Repaid
4452,28000000.0,2967918.66,11824036.61,Disbursed
4453,0.0,0.0,0.0,Repaid
4454,20400000.0,84090.34,11853166.82,Disbursed
4455,0.0,0.0,0.0,Repaid
4456,9900000.0,116199.82,10915732.5,Disbursed
4457,14820000.0,49126.12,16513143.31,Disbursed
4458,9900000.0,0.0,11045376.0,Disbursed
4459,7500000.0,395624.58,7992365.52,Disbursed
4460,100000000.0,0.0,111374208.0,Disbursed
4461,15000000.0,146211.73,16558480.32,Disbursed
4462,45500000.0,795274.78,42414478.71,Disbursed
4463,25000000.0,198.24,24027332.59,Disbursed
4464,5000000.0,2230.01,5520224.87,Disbursed
4465,4000000.0,0.0,4448832.0,Disbursed
4466,17516422.84,277473.71,19246758.04,Disbursed
4467,5000000.0,0.0,3257174.64,Disbursing
4468,483577.16,0.0,0.0,Repaid
4469,18000000.0,0.0,20096448.0,Disbursed
4470,5270669.34,250344.13,5562404.84,Disbursed
4471,349330.66,0.0,0.0,Repaid
4472,21000000.0,94109.55,23366238.99,Disbursed
4473,10940000.0,77127.83,12186116.95,Disbursed
4474,120000000.0,0.0,111275615.5,Disbursing
4475,0.0,0.0,0.0,Repaid
4476,55000000.0,86556.75,62032461.98,Disbursed
4477,19807112.59,3192.69,22154270.29,Disbursed
4478,692887.41,0.0,0.0,Repaid
4479,70000000.0,1148271.05,79670719.8,Disbursed
4480,40260000.0,2282080.65,42979549.07,Disbursed
4481,31000000.0,61.37,33412196.26,Disbursed
4482,181000000.0,0.0,197589504.0,Disbursed
4483,20000000.0,3740078.66,17685310.27,Disbursed
4484,7000000.0,28876.74,7638757.7,Disbursed
4485,50000000.0,118.78,2787845.73,Disbursed
4486,0.0,0.0,0.0,Repaid
4487,22000000.0,208722.3,23856551.99,Disbursed
4488,28060000.0,2510217.02,28635278.94,Disbursed
4489,25232067.51,0.0,28227072.0,Disbursed
4490,39767932.49,0.0,0.0,Repaid
4491,35650000.0,8154.98,38649972.75,Disbursed
4492,30000000.0,24679.97,33568713.43,Disbursed
4493,5000000.0,54607.34,5158907.03,Disbursed
4494,70000000.0,0.0,78238080.0,Disbursed
4495,177500000.0,0.0,178573551.6,Disbursing
4496,1100000.0,115968.16,1097878.96,Disbursed
4497,35000000.0,311291.16,39075201.14,Disbursed
4498,238000000.0,2611793.92,255048905.1,Disbursed
4499,100000000.0,0.0,105698112.0,Disbursed
4500,138000000.0,1285095.67,139517108.1,Disbursed
4501,49640000.0,0.0,49857600.0,Disbursed
4502,25360000.0,0.0,25465728.0,Disbursed
4503,25000000.0,206.374,26929067.29,Disbursed
4504,150000000.0,1284224.94,158786759.8,Disbursed
4505,15600000.0,2692.16,15951678.68,Disbursed
4506,20000000.0,212357.55,21552636.84,Disbursed
4507,100000000.0,579451.77,106153275.9,Disbursed
4508,32000000.0,716905.28,33443567.8,Disbursed
4509,40000000.0,6775573.1,35550827.85,Disbursed
4510,40000000.0,6940.89,42793405.1,Disbursed
4511,60000000.0,49232.93,61312848.5,Disbursed
4512,5740281.33,4135825.82,1722954.18,Disbursed
4513,8259718.67,0.0,0.0,Repaid
4514,225260000.0,24744589.64,213983693.8,Disbursed
4515,31000000.0,15128.76,33119956.76,Disbursed
4516,40000000.0,3804664.52,38729761.83,Disbursed
4517,150000000.0,0.0,162459072.0,Disbursed
4518,3000000.0,3000000.0,0.0,Cancelled
4519,12800000.0,0.0,13806720.0,Disbursed
4520,4135000.0,0.0,3329703.83,Disbursing
4521,19000000.0,312977.9,19916289.82,Disbursed
4522,70000000.0,5000000.0,69800640.0,Disbursed
4523,3000000.0,0.0,3221568.0,Disbursed
4524,26000000.0,819048.7,26892140.28,Disbursed
4525,110000000.0,0.0,117203712.0,Disbursed
4526,15000000.0,5711680.34,9974317.79,Disbursed
4527,100000000.0,0.0,106618560.0,Disbursed
4528,14800000.0,4015407.31,12184747.62,Disbursed
4529,150000000.0,12511798.6,146517634.5,Disbursed
4530,25000000.0,682679.9,25217986.95,Disbursed
4531,45000000.0,23626.47,47991493.67,Disbursed
4532,40000000.0,0.0,41573568.0,Disbursed
4533,60000000.0,536.82,63970563.65,Disbursed
4534,15000000.0,119.32,15187271.19,Disbursed
4535,200000000.0,0.0,207407616.0,Disbursed
4536,96390000.0,1825144.23,100837157.5,Disbursed
4537,68500000.0,13180536.83,58971523.3,Disbursed
4538,78000000.0,6626031.72,73978217.71,Disbursed
4539,50000000.0,0.0,49343330.98,Disbursing
4540,25000000.0,0.0,19479809.68,Disbursing
4541,89000000.0,12341758.76,80602161.33,Disbursed
4542,13300000.0,91.24,13806625.29,Disbursed
4543,32800000.0,956187.43,33063756.79,Disbursed
4544,21000000.0,8173.42,21622109.16,Disbursed
4545,10000000.0,0.0,9644577.9,Disbursing
4546,9000000.0,2640387.26,6612504.86,Disbursed
4547,25000000.0,1064115.25,24822423.96,Disbursed
4548,20000000.0,0.0,20556672.0,Disbursed
4549,51400000.0,244892.23,52368244.18,Disbursed
4550,45000000.0,20052215.27,25684695.72,Disbursed
4551,20000000.0,25692.07,20836686.68,Disbursed
4552,23500000.0,679567.08,23537542.2,Disbursed
4553,10000000.0,374481.43,9893431.4,Disbursed
4554,4000000.0,4000000.0,0.0,Cancelled
4555,157800000.0,4289451.24,157744498.1,Disbursed
4556,50000000.0,0.0,51851904.0,Disbursed
4557,500000000.0,0.0,513763392.0,Disbursed
4558,45000000.0,979055.69,45171170.5,Disbursed
4559,32800000.0,530074.04,28974557.36,Disbursed
4560,2100000.0,4498.68,2143111.11,Disbursed
4561,5300000.0,0.0,5557315.79,Disbursing
4562,222470000.0,0.0,142930697.7,Disbursing
4563,122000000.0,2246858.0,122875487.3,Disbursed
4564,62000000.0,0.0,60163168.26,Disbursing
4565,18000000.0,9059.79,18553025.16,Disbursed
4566,10150000.0,103221.14,10325657.64,Disbursed
4567,15000000.0,254161.68,15231672.41,Disbursed
4568,23000000.0,0.0,23624832.0,Disbursed
4569,20000000.0,0.0,17000000.0,Disbursed
4570,20000000.0,0.0,17000000.0,Disbursed
4571,35000000.0,731500.39,29128239.61,Disbursed
4572,20000000.0,251086.67,16786578.33,Disbursed
4573,30000000.0,0.0,25500000.0,Disbursed
4574,100000000.0,19507195.44,82609726.68,Disbursed
4575,60000000.0,0.0,62743872.0,Disbursed
4576,75000000.0,10278214.29,63370754.82,Disbursing
4577,5000000.0,0.0,5215872.0,Disbursed
4578,7000000.0,1812458.61,5456985.26,Disbursed
4579,55000000.0,12255169.5,43994185.73,Disbursed
4580,61140000.0,3901586.42,58883554.55,Disbursed
4581,37100000.0,1563446.15,37176622.33,Disbursed
4582,69620000.0,3607466.43,68947533.11,Disbursed
4583,30000000.0,1232216.01,29568494.98,Disbursed
4584,55000000.0,1224059.16,56247678.63,Disbursed
4585,23000000.0,20638.4,21000339.44,Disbursed
4586,25300000.0,0.0,26079360.0,Disbursed
4587,15000000.0,5.72,6650234.19,Disbursed
4588,7100000.0,1404476.44,6030028.88,Disbursed
4589,15000000.0,1059091.84,14542798.51,Disbursed
4590,123600000.0,0.0,126868416.0,Disbursed
4591,43800000.0,2506.42,46326564.85,Disbursed
4592,250000000.0,29268570.01,233376678.0,Disbursed
4593,7000000.0,140607.21,7366000.1,Disbursed
4594,5000000.0,573395.66,4753535.63,Disbursed
4595,19000000.0,36893.6,19904315.23,Disbursed
4596,5150000.0,3590.11,5518838.09,Disbursed
4597,6750000.0,71576.93,7133719.37,Disbursed
4598,10000000.0,13012.6,4427721.93,Disbursed
4599,120000000.0,0.0,125278496.4,Disbursing
4600,34000000.0,24034482.76,10431744.0,Disbursed
4601,51000000.0,51000000.0,0.0,Cancelled
4602,12000000.0,134.33,12579315.19,Disbursed
4603,5000000.0,259246.93,4945432.25,Disbursed
4604,27000000.0,0.0,27613440.0,Disbursed
4605,207000000.0,0.0,191691615.5,Disbursing
4606,20000000.0,0.0,21170304.0,Disbursed
4607,90000000.0,0.0,95266368.0,Disbursed
4608,50000000.0,0.0,53079168.0,Disbursed
4609,105000000.0,0.0,110695019.9,Disbursing
4610,100000000.0,0.0,105851520.0,Disbursed
4611,64700000.0,0.0,62773289.09,Disbursing
4612,3800000.0,0.0,3988608.0,Disbursed
4613,24000000.0,0.0,25465728.0,Disbursed
4614,20000000.0,222.46,21170068.52,Disbursed
4615,8000000.0,571415.31,7977230.24,Disbursed
4616,25000000.0,0.0,0.0,Disbursing
4617,20000000.0,118366.25,20435011.19,Disbursed
4618,56000000.0,0.0,59215488.0,Disbursed
4619,2800000.0,0.0,2976115.2,Disbursed
4620,25000000.0,0.0,26386176.0,Disbursed
4621,3100000.0,0.0,3374976.0,Disbursed
4622,22650000.0,153.74,23778078.6,Disbursed
4623,35000000.0,2219094.96,34770927.01,Disbursed
4624,1750000.0,552.68,1916994.39,Disbursed
4625,1600000.0,0.0,1764192.0,Disbursed
4626,15600000.0,9614757.4,6415517.08,Disbursed
4627,5700000.0,1877332.19,4115282.97,Disbursed
4628,29000000.0,15705754.46,14065128.41,Disbursed
4629,60000000.0,0.0,62743872.0,Disbursed
4630,45000000.0,5227136.2,42167975.05,Disbursed
4631,68000000.0,43086685.6,26359881.09,Disbursed
4632,39500000.0,2886630.21,38819797.12,Disbursed
4633,20000000.0,1022295.35,20088188.84,Disbursed
4634,5000000.0,519197.64,4536780.13,Disbursed
4635,20000000.0,1544058.01,19394330.66,Disbursed
4636,50000000.0,0.0,52925760.0,Disbursed
4637,85000000.0,0.0,89897088.0,Disbursed
4638,80000000.0,0.0,74962489.21,Disbursing
4639,22000000.0,7523284.87,15142117.6,Disbursed
4640,37000000.0,0.0,38812224.0,Disbursed
4641,200000000.0,0.0,209862144.0,Disbursed
4642,103000000.0,103000000.0,0.0,Terminated
4643,80000000.0,0.0,83914176.0,Disbursed
4644,60000000.0,0.0,62743872.0,Disbursed
4645,60000000.0,0.0,62897280.0,Disbursed
4646,28150000.0,555981.3,28872593.2,Disbursed
4647,25000000.0,3007311.05,23077164.27,Disbursed
4648,5000000.0,311594.49,5034672.39,Disbursed
4649,5000000.0,335816.29,5008661.67,Disbursed
4650,15000000.0,8479563.24,5866654.39,Disbursing
4651,26000000.0,1808385.7,25407358.29,Disbursed
4652,10000000.0,0.0,10124928.0,Disbursed
4653,30300000.0,0.0,28626112.15,Disbursing
4654,100000000.0,0.0,104931072.0,Disbursed
4655,300000000.0,0.0,317247744.0,Disbursed
4656,150000000.0,0.0,158930688.0,Disbursed
4657,70000000.0,21726304.8,50675264.64,Disbursing
4658,67600000.0,3769.76,70517724.91,Disbursed
4659,3230000.0,2740.16,3372112.85,Disbursed
4660,2000000.0,2000000.0,0.0,Terminated
4661,15000000.0,14231.38,15939295.09,Disbursed
4662,39480000.0,356724.52,40893883.15,Disbursed
4663,10000000.0,0.0,10585152.0,Disbursed
4664,29900000.0,10616911.59,20380772.08,Disbursed
4665,20000000.0,2095820.09,18951846.58,Disbursed
4666,18000000.0,0.0,18869184.0,Disbursed
4667,40000000.0,18433220.0,22663338.62,Disbursed
4668,25000000.0,9307403.35,16466409.89,Disbursed
4669,53000000.0,9487833.94,45718229.08,Disbursing
4670,300000000.0,0.0,316020480.0,Disbursed
4671,65000000.0,7862484.22,59739245.31,Disbursed
4672,160900000.0,66704.12,168678842.0,Disbursed
4673,87300000.0,0.0,91737984.0,Disbursed
4674,37700000.0,687785.82,38706584.26,Disbursed
4675,110000000.0,2020342.44,113846337.6,Disbursed
4676,18000000.0,0.0,17477643.38,Disbursing
4677,5000000.0,17.64,5369261.05,Disbursed
4678,15000000.0,0.0,15801024.0,Disbursed
4679,14100000.0,11412.11,14715248.28,Disbursed
4680,40000000.0,0.0,42033792.0,Disbursed
4681,3000000.0,0.0,3221568.0,Disbursed
4682,10000000.0,1393930.54,9109655.34,Disbursed
4683,20000000.0,0.0,21016896.0,Disbursed
4684,220000000.0,0.0,211383001.9,Disbursing
4685,5000000.0,66369.73,5298008.47,Disbursed
4686,129000000.0,0.0,134845632.0,Disbursing
4687,52000000.0,2844283.79,51626025.39,Disbursing
4688,98000000.0,4919450.84,97769498.93,Disbursing
4689,14300000.0,51031.02,14980333.68,Disbursed
4690,25000000.0,0.0,26232768.0,Disbursed
4691,10000000.0,0.0,10585152.0,Disbursed
4692,78500000.0,33202026.1,47359914.59,Disbursed
4693,30000000.0,13024390.24,17795328.0,Disbursed
4694,40000000.0,0.0,42033792.0,Disbursed
4695,30000000.0,0.0,31448640.0,Disbursed
4696,140000000.0,8267890.32,132821366.1,Disbursing
4697,120000000.0,377.89,122879421.0,Disbursed
4698,154000000.0,0.0,147405646.2,Disbursing
4699,75000000.0,0.0,78391488.0,Disbursed
4700,8100000.0,34.49,8437404.07,Disbursed
4701,12000000.0,0.0,12579456.0,Disbursed
4702,45000000.0,0.0,46175808.0,Disbursed
4703,110830000.0,19892410.28,93020474.88,Disbursed
4704,8400000.0,6136.83,8737867.67,Disbursed
4705,9100000.0,889.67,9356973.12,Disbursed
4706,1900000.0,42554.07,1949637.82,Disbursed
4707,10100000.0,14449.86,10416819.52,Disbursed
4708,10100000.0,46329.91,10842005.24,Disbursed
4709,9900000.0,6.03,10278329.74,Disbursed
4710,10000000.0,110481.24,10164779.67,Disbursed
4711,5000000.0,0.0,4577216.39,Disbursing
4712,19000000.0,6631851.78,12682439.79,Disbursed
4713,112640000.0,28705270.47,80090366.64,Disbursing
4714,36500000.0,0.0,0.0,Repaid
4715,12250000.0,1686359.05,4722736.86,Disbursed
4716,100000000.0,0.0,100175424.0,Disbursed
4717,25000000.0,581294.55,25023445.43,Disbursed
4718,19500000.0,11345747.9,8082916.2,Disbursed
4719,11500000.0,13798.04,4884013.19,Disbursed
4720,24900000.0,13187915.59,11761709.78,Disbursed
4721,25000000.0,0.0,24852096.0,Disbursed
4722,15000000.0,0.0,14880576.0,Disbursed
4723,20000000.0,173062.42,19770470.46,Disbursed
4724,45000000.0,274722.29,46046378.93,Disbursed
4725,7000000.0,0.0,7056768.0,Disbursing
4726,105000000.0,12253358.34,91872724.5,Disbursed
4727,8400000.0,484.95,8590352.04,Disbursed
4728,39000000.0,0.0,39034081.54,Disbursing
4729,25000000.0,0.0,25312320.0,Disbursed
4730,80000000.0,4641.32,71307571.58,Disbursed
4731,123000000.0,0.0,116289016.8,Disbursed
4732,100000000.0,0.0,100942464.0,Disbursed
4733,17000000.0,99896.71,17080731.6,Disbursed
4734,5000000.0,66925.26,4994702.66,Disbursed
4735,4500000.0,6189.53,4595909.85,Disbursed
4736,11000000.0,681765.61,10360798.05,Disbursed
4737,67455384.62,0.0,70728360.15,Disbursed
4738,300000000.0,10633941.19,290169616.8,Disbursed
4739,46100000.0,0.0,46942848.0,Disbursed
4740,465000000.0,303714451.7,164098601.3,Disbursed
4741,8000000.0,125760.18,8002810.41,Disbursed
4742,270.8,200.23,306589.14,Disbursed
4743,270.8,965.47,305722.12,Disbursed
4744,270.8,49685.23,250522.7,Disbursed
4745,541.6,25762.6,584443.01,Disbursed
4746,15700000.0,10223965.54,5618285.79,Disbursed
4747,20000000.0,0.0,8540990.4,Disbursed
4748,10000000.0,30366.94,10094181.69,Disbursed
4749,71400000.0,597268.92,64882370.67,Disbursed
4750,15000000.0,0.0,15187392.0,Disbursing
4751,3850000.0,0.0,3988608.0,Disbursed
4752,1840000.0,1985.74,1992151.73,Disbursed
4753,28300000.0,0.0,28840704.0,Disbursed
4754,15000000.0,0.0,15340800.0,Disbursed
4755,28400000.0,0.0,28994112.0,Disbursing
4756,7750000.0,0.0,4506057.08,Disbursing
4757,18200000.0,4713827.98,13754686.15,Disbursed
4758,25000000.0,505201.93,24951114.6,Disbursed
4759,25000000.0,0.0,20739858.29,Disbursing
4760,31730000.0,8226879.34,23862874.7,Disbursed
4761,7000000.0,149634.65,6905919.86,Disbursed
4762,8000000.0,7901612.58,43299.04,Disbursed
4763,35000000.0,697293.72,31255023.78,Disbursed
4764,30000000.0,26025.49,27379922.04,Disbursed
4765,15000000.0,0.0,13696266.24,Disbursed
4766,30000000.0,0.0,30528192.0,Disbursed
4767,10000000.0,10000000.0,0.0,Cancelled
4768,1000000.0,33399.65,981641.58,Disbursed
4769,8548000.0,583354.6,1324673.42,Disbursing
4770,17500000.0,0.0,9462061.93,Disbursing
4771,18100000.0,5806.96,18403053.91,Disbursed
4772,172000000.0,8704778.21,165743040.0,Disbursed
4773,200000000.0,0.0,172819245.8,Disbursing
4774,27000000.0,5150043.12,21973948.1,Disbursed
4775,10570000.0,335949.37,10383885.34,Disbursed
4776,50000000.0,0.0,50624640.0,Disbursed
4777,21000000.0,943769.43,20365394.5,Disbursed
4778,100000000.0,0.0,101556096.0,Disbursed
4779,40000000.0,0.0,37514174.66,Disbursing
4780,15000000.0,0.0,15340800.0,Disbursed
4781,46400000.0,0.0,45538357.23,Disbursing
4782,20000000.0,0.0,20403264.0,Disbursed
4783,15000000.0,270843.78,14996360.69,Disbursing
4784,20000000.0,494635.77,19886575.24,Disbursing
4785,15000000.0,1346072.34,13964144.9,Disbursed
4786,47000000.0,0.0,48185010.31,Disbursing
4787,80000000.0,0.0,82686912.0,Disbursed
4788,129800000.0,4906801.14,126660658.2,Disbursing
4789,15000000.0,41314.14,15298547.2,Disbursed
4790,120000000.0,0.0,121805952.0,Disbursing
4791,30000000.0,897932.05,30060899.6,Disbursed
4792,25000000.0,0.0,22497471.63,Disbursing
4793,51000000.0,1249.41,52004037.96,Disbursed
4794,200000000.0,0.0,191467048.4,Disbursing
4795,125000000.0,0.0,129169536.0,Disbursed
4796,84000000.0,0.0,80399095.1,Disbursing
4797,150000000.0,0.0,159237504.0,Disbursed
4798,120000000.0,0.0,127788864.0,Disbursed
4799,13500000.0,0.0,14343648.0,Disbursed
4800,60000000.0,0.0,61975523.91,Disbursing
4801,86000000.0,2204937.85,88190132.65,Disbursed
4802,45870000.0,1537159.21,42271846.29,Disbursing
4803,93720000.0,11362791.86,56244014.96,Disbursing
4804,35000000.0,83597.79,36729980.09,Disbursed
4805,6500000.0,504550.19,6367499.75,Disbursed
4806,4900000.0,0.0,4889646.19,Disbursing
4807,7000000.0,0.0,7182029.82,Disbursing
4808,40000000.0,0.0,35456966.57,Disbursing
4809,10000000.0,271015.47,9850526.79,Disbursed
4810,65900000.0,63836038.27,2186128.22,Disbursed
4811,25000000.0,0.0,26535885.21,Disbursing
4812,10000000.0,0.0,9520899.45,Disbursing
4813,20000000.0,5105374.79,15880434.91,Disbursed
4814,20000000.0,0.0,20942758.33,Disbursing
4815,12000000.0,0.0,12488106.46,Disbursing
4816,100000000.0,0.0,34142507.58,Disbursing
4817,200000000.0,0.0,211856448.0,Disbursed
4818,20000000.0,0.0,20586802.12,Disbursing
4819,55000000.0,0.0,58295040.0,Disbursed
4820,10500000.0,1472697.94,9628076.75,Disbursed
4821,60000000.0,0.0,58187425.87,Disbursing
4822,400000000.0,0.0,432303744.0,Disbursed
4823,25000000.0,2536127.17,23043561.84,Disbursing
4824,95000000.0,0.0,100482240.0,Disbursing
4825,3500000.0,749132.92,3014321.56,Disbursed
4826,100000000.0,0.0,102496281.6,Disbursing
4827,45000000.0,10029776.53,28911146.22,Disbursing
4828,30000000.0,4574924.65,26912828.72,Disbursing
4829,35000000.0,431520.63,36667019.16,Disbursed
4830,22500000.0,0.0,23778240.0,Disbursed
4831,25000000.0,0.0,26539584.0,Disbursed
4832,20000000.0,0.0,21630528.0,Disbursed
4833,46700000.0,1156.41,0.0,Repaid
4834,21140000.0,144124.61,0.0,Repaid
4835,25000000.0,15095344.35,10514617.62,Disbursed
4836,26400000.0,0.0,12244409.85,Disbursing
4837,120620000.0,0.0,87756138.64,Disbursing
4838,37000000.0,0.0,14992716.9,Disbursing
4839,106250000.0,4087112.2,109302586.2,Disbursed
4840,35000000.0,0.0,28318555.57,Disbursing
4841,100000000.0,0.0,106004928.0,Disbursed
4842,70000000.0,592750.29,74229173.62,Disbursed
4843,15400000.0,1856617.64,14435711.85,Disbursed
4844,5000000.0,0.0,5522688.0,Disbursed
4845,30000000.0,0.0,31491945.39,Disbursing
4846,7500000.0,70112.34,7902642.5,Disbursed
4847,30000000.0,0.0,31908864.0,Disbursed
4848,5000000.0,313163.23,5032987.78,Disbursed
4849,50000000.0,4552253.08,48664894.76,Disbursed
4850,59500000.0,0.0,63050688.0,Disbursing
4851,140500000.0,0.0,110264010.5,Disbursing
4852,6460000.0,0.0,6894406.63,Disbursing
4853,5510000.0,0.0,5660593.86,Disbursing
4854,47700000.0,0.0,50160918.69,Disbursing
4855,50050000.0,707580.15,52782480.69,Disbursed
4856,15000000.0,1257966.14,14616422.98,Disbursed
4857,7000000.0,0.0,7516982.6,Disbursing
4858,50000000.0,892046.42,52584199.54,Disbursed
4859,200000000.0,0.0,214771200.0,Disbursed
4860,40000000.0,13059986.45,28826374.85,Disbursing
4861,50000000.0,0.0,11815692.95,Disbursing
4862,9000000.0,9000000.0,0.0,Terminated
4863,30000000.0,0.0,32060190.42,Disbursing
4864,10000000.0,0.0,10738560.0,Disbursed
4865,100000000.0,0.0,106771968.0,Disbursed
4866,90000000.0,0.0,96186816.0,Disbursed
4867,6250000.0,1211553.45,5441483.58,Disbursed
4868,3500000.0,1853346.78,1804355.55,Disbursed
4869,15000000.0,0.0,15077145.79,Disbursing
4870,10000000.0,428175.14,10278761.55,Disbursed
4871,30080000.0,0.0,24307349.27,Disbursing
4872,31780000.0,0.0,32494527.46,Disbursing
4873,30080000.0,0.0,30330379.85,Disbursing
4874,60000000.0,0.0,63050688.0,Disbursed
4875,140000000.0,0.0,149419392.0,Disbursed
4876,20000000.0,843001.93,20571857.32,Disbursed
4877,4000000.0,4.6,4295419.06,Disbursed
4878,50000000.0,0.0,53385984.0,Disbursed
4879,12000000.0,0.0,12732864.0,Disbursed
4880,15000000.0,0.0,15083303.66,Disbursing
4881,90000000.0,0.0,88518731.76,Disbursing
4882,111500000.0,25545472.94,90233215.45,Disbursed
4883,60000000.0,0.0,64124544.0,Disbursed
4884,66000000.0,0.0,62960319.86,Disbursing
4885,22900000.0,210267.63,24319905.42,Disbursing
4886,36000000.0,212228.35,38278409.69,Disbursed
4887,20000000.0,0.0,20587276.14,Disbursing
4888,70000000.0,49876796.71,12034460.33,Disbursing
4889,133400000.0,28787558.48,111640942.1,Disbursed
4890,54000000.0,12184523.91,43953454.92,Disbursed
4891,100000000.0,0.0,104974026.2,Disbursed
4892,22000000.0,0.0,18513603.46,Disbursing
4893,137500000.0,0.0,125500924.2,Disbursing
4894,67500000.0,0.0,63171834.71,Disbursing
4895,5000000.0,1401287.63,3864498.87,Disbursed
4896,8700000.0,691859.02,3600813.76,Disbursed
4897,20500000.0,222550.78,9093174.43,Disbursed
4898,21600000.0,0.0,9649363.2,Disbursing
4899,50000000.0,0.0,25235416.37,Disbursing
4900,120000000.0,0.0,123687739.0,Disbursing
4901,135000000.0,0.0,98538821.61,Disbursing
4902,45000000.0,0.0,37014354.28,Disbursing
4903,15000000.0,0.0,5326350.4,Disbursing
4904,25000000.0,0.0,25925952.0,Disbursing
4905,25000000.0,0.0,25925952.0,Disbursing
4906,25000000.0,0.0,25925952.0,Disbursing
4907,13000000.0,0.0,9672754.74,Disbursing
4908,200000000.0,0.0,123344744.5,Disbursing
4909,20000000.0,0.0,18021172.99,Disbursing
4910,40000000.0,0.0,41266752.0,Disbursed
4911,35000000.0,7373247.09,29061702.25,Disbursed
4912,15000000.0,3399185.22,11864385.29,Disbursed
4913,10000000.0,0.0,8734896.7,Disbursing
